symbol,date,hour,openbid,highbid,lowbid,closebid,openask,highask,lowask,closeask,totalticks
EUR/USD,2017-08-30,16,1.19266,1.19267,1.18985,1.19043,1.19268,1.19268,1.18985,1.19045,16072
EUR/USD,2017-08-30,17,1.19043,1.19043,1.18913,1.18987,1.19045,1.19045,1.18915,1.18986,13698
EUR/USD,2017-08-30,18,1.18987,1.19014,1.18827,1.18903,1.18986,1.19015,1.18828,1.18904,13029
EUR/USD,2017-08-30,19,1.18903,1.18949,1.18862,1.18898,1.18904,1.18948,1.18864,1.18899,7030
EUR/USD,2017-08-30,20,1.18898,1.18898,1.18806,1.18835,1.18899,1.18899,1.18808,1.18843,3947
EUR/USD,2017-08-30,21,1.18835,1.18952,1.1882,1.18934,1.18843,1.1897,1.18827,1.18946,3716
EUR/USD,2017-08-30,22,1.18934,1.18967,1.18888,1.18961,1.18946,1.18968,1.18891,1.18962,6813
EUR/USD,2017-08-30,23,1.18961,1.18968,1.18881,1.18906,1.18962,1.18968,1.18883,1.18907,3945
EUR/USD,2017-08-31,0,1.18906,1.18969,1.18862,1.18932,1.18907,1.1897,1.18864,1.18933,7403
EUR/USD,2017-08-31,1,1.18932,1.18971,1.18714,1.18775,1.18933,1.18975,1.18716,1.18776,10485
EUR/USD,2017-08-31,2,1.18775,1.18829,1.18736,1.18777,1.18776,1.1883,1.18739,1.18778,7558
EUR/USD,2017-08-31,3,1.18777,1.18809,1.18713,1.18742,1.18778,1.18809,1.18715,1.18744,6618
EUR/USD,2017-08-31,4,1.18742,1.18822,1.18737,1.18788,1.18744,1.18823,1.18739,1.18789,4305
EUR/USD,2017-08-31,5,1.18788,1.18808,1.18705,1.18732,1.18789,1.1881,1.18707,1.18734,5783
EUR/USD,2017-08-31,6,1.18732,1.18954,1.18668,1.18905,1.18734,1.18957,1.1867,1.18908,16506
EUR/USD,2017-08-31,7,1.18905,1.19034,1.18838,1.18911,1.18908,1.19036,1.18838,1.18913,19147
EUR/USD,2017-08-31,8,1.18911,1.1897,1.18808,1.18965,1.18913,1.18978,1.18809,1.18972,11429
EUR/USD,2017-08-31,9,1.18965,1.19058,1.18711,1.18775,1.18972,1.19058,1.18711,1.18776,17862
EUR/USD,2017-08-31,10,1.18775,1.1879,1.18442,1.18607,1.18776,1.18792,1.18443,1.18608,26287
EUR/USD,2017-08-31,11,1.18607,1.18624,1.1834,1.18374,1.18608,1.18625,1.18342,1.18377,18494
EUR/USD,2017-08-31,12,1.18374,1.18529,1.1823,1.18433,1.18377,1.18531,1.18231,1.18435,27290
EUR/USD,2017-08-31,13,1.18433,1.18606,1.18357,1.18537,1.18435,1.18605,1.18357,1.1854,20738
EUR/USD,2017-08-31,14,1.18537,1.18987,1.18493,1.18899,1.1854,1.18987,1.18493,1.18901,35081
EUR/USD,2017-08-31,15,1.18899,1.19085,1.18726,1.18932,1.18901,1.19085,1.18727,1.18934,37151
EUR/USD,2017-08-31,16,1.18932,1.18956,1.18703,1.18805,1.18934,1.18958,1.18704,1.18806,18512
EUR/USD,2017-08-31,17,1.18805,1.18944,1.18787,1.18918,1.18806,1.18944,1.18786,1.1892,12265
EUR/USD,2017-08-31,18,1.18918,1.19099,1.18898,1.19033,1.1892,1.19098,1.18899,1.19036,16087
EUR/USD,2017-08-31,19,1.19033,1.19063,1.18947,1.19052,1.19036,1.1906,1.18947,1.19052,13068
EUR/USD,2017-08-31,20,1.19052,1.1913,1.19029,1.19092,1.19052,1.1913,1.1903,1.19099,4878
EUR/USD,2017-08-31,21,1.19092,1.19208,1.19063,1.19196,1.19099,1.19229,1.19082,1.19213,8499
EUR/USD,2017-08-31,22,1.19196,1.19229,1.19118,1.19131,1.19213,1.19232,1.19118,1.19133,5992
EUR/USD,2017-08-31,23,1.19131,1.19148,1.19078,1.19092,1.19133,1.19149,1.19079,1.19094,5057
EUR/USD,2017-09-01,0,1.19092,1.19108,1.19057,1.19099,1.19094,1.1911,1.19058,1.19099,6875
EUR/USD,2017-09-01,1,1.19099,1.19113,1.1904,1.19075,1.19099,1.19115,1.19043,1.19077,5289
EUR/USD,2017-09-01,2,1.19075,1.19128,1.19046,1.19054,1.19077,1.19128,1.19048,1.19056,4656
EUR/USD,2017-09-01,3,1.19054,1.19088,1.19005,1.19014,1.19056,1.1909,1.19007,1.19015,4925
EUR/USD,2017-09-01,4,1.19014,1.19038,1.18952,1.18974,1.19015,1.1904,1.18954,1.18976,4355
EUR/USD,2017-09-01,5,1.18974,1.18975,1.18874,1.18948,1.18976,1.18977,1.18878,1.1895,6348
EUR/USD,2017-09-01,6,1.18948,1.1905,1.18826,1.18853,1.1895,1.19051,1.18827,1.18854,12395
EUR/USD,2017-09-01,7,1.18853,1.18902,1.1879,1.18858,1.18854,1.18903,1.18791,1.18858,10029
EUR/USD,2017-09-01,8,1.18858,1.19019,1.18823,1.18931,1.18858,1.1902,1.18824,1.1893,12234
EUR/USD,2017-09-01,9,1.18931,1.1905,1.18913,1.18949,1.1893,1.1905,1.18913,1.1895,10613
EUR/USD,2017-09-01,10,1.18949,1.19298,1.1894,1.19148,1.1895,1.19306,1.1894,1.19149,19403
EUR/USD,2017-09-01,11,1.19148,1.19249,1.19101,1.1916,1.19149,1.19251,1.19101,1.19162,14251
EUR/USD,2017-09-01,12,1.1916,1.19798,1.18931,1.19062,1.19162,1.19799,1.18933,1.19064,74496
EUR/USD,2017-09-01,13,1.19062,1.19209,1.18641,1.18654,1.19064,1.19211,1.18643,1.18676,52395
EUR/USD,2017-09-01,14,1.18654,1.1895,1.18491,1.18781,1.18676,1.18951,1.18498,1.18783,42804
EUR/USD,2017-09-01,15,1.18781,1.18894,1.1863,1.18773,1.18783,1.18893,1.1863,1.18775,24841
EUR/USD,2017-09-01,16,1.18773,1.18882,1.18552,1.18578,1.18775,1.18883,1.18553,1.1858,18473
EUR/USD,2017-09-01,17,1.18578,1.18705,1.1857,1.18677,1.1858,1.18706,1.1857,1.18679,14049
EUR/USD,2017-09-01,18,1.18677,1.18755,1.18626,1.18664,1.18679,1.18757,1.18625,1.18665,9723
EUR/USD,2017-09-01,19,1.18664,1.18691,1.18626,1.18648,1.18665,1.1869,1.18627,1.18651,5589
EUR/USD,2017-09-01,20,1.18648,1.18651,1.18586,1.18613,1.18651,1.18651,1.18588,1.18629,4024
EUR/USD,2017-09-03,19,1.18613,1.18907,1.18529,1.18825,1.18629,1.18921,1.1854,1.18853,405
EUR/USD,2017-09-03,20,1.18825,1.18875,1.18758,1.18843,1.18853,1.18901,1.18781,1.18851,338
EUR/USD,2017-09-03,21,1.18843,1.18847,1.18749,1.18793,1.18851,1.18892,1.18761,1.188,1616
EUR/USD,2017-09-03,22,1.18793,1.18845,1.18724,1.18784,1.188,1.18846,1.18748,1.18787,4924
EUR/USD,2017-09-03,23,1.18784,1.18843,1.18773,1.1882,1.18787,1.18844,1.18775,1.18821,4529
EUR/USD,2017-09-04,0,1.1882,1.18863,1.1878,1.18803,1.18821,1.18864,1.18782,1.18805,8423
EUR/USD,2017-09-04,1,1.18803,1.189,1.18778,1.18835,1.18805,1.18901,1.18779,1.18836,8386
EUR/USD,2017-09-04,2,1.18835,1.18856,1.18781,1.18839,1.18836,1.18858,1.18783,1.18838,4917
EUR/USD,2017-09-04,3,1.18839,1.18862,1.18793,1.188,1.18838,1.18865,1.18795,1.188,6035
EUR/USD,2017-09-04,4,1.188,1.18846,1.18786,1.18819,1.188,1.18847,1.18787,1.18821,3394
EUR/USD,2017-09-04,5,1.18819,1.18876,1.18809,1.18852,1.18821,1.18878,1.1881,1.18853,5334
EUR/USD,2017-09-04,6,1.18852,1.19036,1.18821,1.18946,1.18853,1.19039,1.18824,1.18948,18992
EUR/USD,2017-09-04,7,1.18946,1.19012,1.18845,1.18992,1.18948,1.19015,1.18846,1.18993,11275
EUR/USD,2017-09-04,8,1.18992,1.19209,1.18899,1.19186,1.18993,1.19208,1.18898,1.19187,13786
EUR/USD,2017-09-04,9,1.19186,1.19221,1.19078,1.19152,1.19187,1.19222,1.19079,1.19153,8757
EUR/USD,2017-09-04,10,1.19152,1.19174,1.19011,1.19108,1.19153,1.19175,1.19012,1.19109,7823
EUR/USD,2017-09-04,11,1.19108,1.19154,1.19023,1.19099,1.19109,1.19156,1.19025,1.191,6848
EUR/USD,2017-09-04,12,1.19099,1.1911,1.18891,1.18966,1.191,1.19113,1.18891,1.18969,9739
EUR/USD,2017-09-04,13,1.18966,1.19063,1.18959,1.19035,1.18969,1.19065,1.18959,1.19036,9388
EUR/USD,2017-09-04,14,1.19035,1.19136,1.18952,1.19123,1.19036,1.19139,1.18954,1.19124,9204
EUR/USD,2017-09-04,15,1.19123,1.19198,1.19091,1.1916,1.19124,1.192,1.19093,1.19163,7618
EUR/USD,2017-09-04,16,1.1916,1.19199,1.18888,1.18889,1.19163,1.192,1.18893,1.18896,8933
EUR/USD,2017-09-04,17,1.18889,1.19037,1.18887,1.19014,1.18896,1.19063,1.18893,1.19023,5045
EUR/USD,2017-09-04,18,1.19014,1.19025,1.18921,1.19012,1.19023,1.19036,1.18932,1.19031,5311
EUR/USD,2017-09-04,19,1.19012,1.1902,1.18931,1.1898,1.19031,1.19033,1.18944,1.18982,4940
EUR/USD,2017-09-04,20,1.1898,1.19,1.18894,1.18927,1.18982,1.19048,1.18945,1.19014,6015
EUR/USD,2017-09-04,21,1.18927,1.18969,1.18916,1.18956,1.19014,1.1902,1.18968,1.18983,6015
EUR/USD,2017-09-04,22,1.18956,1.18993,1.18936,1.18982,1.18983,1.19007,1.18959,1.18988,2428
EUR/USD,2017-09-04,23,1.18982,1.18982,1.18899,1.18929,1.18988,1.18988,1.18901,1.18931,3477
EUR/USD,2017-09-05,0,1.18929,1.19018,1.18919,1.18999,1.18931,1.19019,1.18921,1.18998,7258
EUR/USD,2017-09-05,1,1.18999,1.19051,1.18923,1.18978,1.18998,1.19052,1.18926,1.18977,11427
EUR/USD,2017-09-05,2,1.18978,1.19097,1.18978,1.1906,1.18977,1.19099,1.18977,1.19061,12209
EUR/USD,2017-09-05,3,1.1906,1.19106,1.1904,1.19065,1.19061,1.19107,1.19041,1.19066,9616
EUR/USD,2017-09-05,4,1.19065,1.19112,1.19049,1.19056,1.19066,1.19115,1.19049,1.19057,7065
EUR/USD,2017-09-05,5,1.19056,1.19089,1.19023,1.19051,1.19057,1.19088,1.19024,1.19051,6103
EUR/USD,2017-09-05,6,1.19051,1.19088,1.18919,1.19027,1.19051,1.19089,1.18919,1.1903,14746
EUR/USD,2017-09-05,7,1.19027,1.19078,1.18682,1.18792,1.1903,1.19081,1.18683,1.18793,22704
EUR/USD,2017-09-05,8,1.18792,1.18882,1.18753,1.18847,1.18793,1.18885,1.18755,1.18848,13802
EUR/USD,2017-09-05,9,1.18847,1.18856,1.18765,1.1882,1.18848,1.18858,1.18766,1.18821,10253
EUR/USD,2017-09-05,10,1.1882,1.1907,1.18816,1.18976,1.18821,1.19072,1.18817,1.18977,13933
EUR/USD,2017-09-05,11,1.18976,1.18978,1.18773,1.18891,1.18977,1.18979,1.18773,1.18892,14615
EUR/USD,2017-09-05,12,1.18891,1.19045,1.18891,1.19005,1.18892,1.19046,1.18892,1.19007,22358
EUR/USD,2017-09-05,13,1.19005,1.19009,1.18865,1.18881,1.19007,1.19009,1.18867,1.18889,18997
EUR/USD,2017-09-05,14,1.18881,1.19408,1.18878,1.19184,1.18889,1.19409,1.18881,1.19185,36052
EUR/USD,2017-09-05,15,1.19184,1.19248,1.18993,1.19114,1.19185,1.19249,1.18996,1.19116,22967
EUR/USD,2017-09-05,16,1.19114,1.19232,1.19012,1.19031,1.19116,1.19233,1.19013,1.19032,20163
EUR/USD,2017-09-05,17,1.19031,1.19152,1.18948,1.18963,1.19032,1.19154,1.18949,1.18965,16916
EUR/USD,2017-09-05,18,1.18963,1.19218,1.18958,1.192,1.18965,1.19218,1.1896,1.192,13582
EUR/USD,2017-09-05,19,1.192,1.19302,1.19164,1.19182,1.192,1.19303,1.19165,1.19183,13045
EUR/USD,2017-09-05,20,1.19182,1.19201,1.19102,1.19112,1.19183,1.19203,1.19108,1.19159,4679
EUR/USD,2017-09-05,21,1.19112,1.19156,1.1909,1.19133,1.19159,1.19201,1.19096,1.19147,8955
EUR/USD,2017-09-05,22,1.19133,1.19224,1.19133,1.19205,1.19147,1.19227,1.19147,1.19205,3494
EUR/USD,2017-09-05,23,1.19205,1.19245,1.19175,1.19237,1.19205,1.19244,1.19178,1.19238,2025
EUR/USD,2017-09-06,0,1.19237,1.19246,1.19154,1.19217,1.19238,1.19248,1.19157,1.19217,6386
EUR/USD,2017-09-06,1,1.19217,1.19243,1.1903,1.19085,1.19217,1.19243,1.19031,1.19086,8663
EUR/USD,2017-09-06,2,1.19085,1.19138,1.1906,1.1912,1.19086,1.19139,1.19061,1.19121,5629
EUR/USD,2017-09-06,3,1.1912,1.19149,1.19091,1.19103,1.19121,1.19151,1.19092,1.19105,6020
EUR/USD,2017-09-06,4,1.19103,1.19153,1.19065,1.19141,1.19105,1.19155,1.19066,1.19143,4478
EUR/USD,2017-09-06,5,1.19141,1.19294,1.19095,1.1926,1.19143,1.19295,1.19095,1.19269,7271
EUR/USD,2017-09-06,6,1.1926,1.19264,1.1913,1.19217,1.19269,1.1927,1.19133,1.1922,12344
EUR/USD,2017-09-06,7,1.19217,1.19409,1.19202,1.1934,1.1922,1.19408,1.19203,1.19342,15406
EUR/USD,2017-09-06,8,1.1934,1.19496,1.19329,1.19439,1.19342,1.19497,1.19331,1.1944,15211
EUR/USD,2017-09-06,9,1.19439,1.19495,1.1931,1.19354,1.1944,1.19497,1.1931,1.19353,15993
EUR/USD,2017-09-06,10,1.19354,1.19476,1.19239,1.19287,1.19353,1.19477,1.19241,1.19289,13567
EUR/USD,2017-09-06,11,1.19287,1.19318,1.19191,1.19318,1.19289,1.19319,1.19191,1.19319,14185
EUR/USD,2017-09-06,12,1.19318,1.19406,1.19273,1.19316,1.19319,1.19408,1.19276,1.19317,18380
EUR/USD,2017-09-06,13,1.19316,1.19341,1.19202,1.19243,1.19317,1.19342,1.19203,1.19257,18495
EUR/USD,2017-09-06,14,1.19243,1.19452,1.19137,1.19396,1.19257,1.19453,1.19139,1.19398,47482
EUR/USD,2017-09-06,15,1.19396,1.19492,1.1935,1.19408,1.19398,1.19493,1.19352,1.19408,21793
EUR/USD,2017-09-06,16,1.19408,1.19505,1.19112,1.19266,1.19408,1.19503,1.19114,1.19268,28224
EUR/USD,2017-09-06,17,1.19266,1.19284,1.19143,1.19185,1.19268,1.19286,1.19145,1.19186,18547
EUR/USD,2017-09-06,18,1.19185,1.19251,1.19105,1.19123,1.19186,1.19253,1.19105,1.19123,15593
EUR/USD,2017-09-06,19,1.19123,1.19167,1.19077,1.19152,1.19123,1.19168,1.1908,1.19155,9642
EUR/USD,2017-09-06,20,1.19152,1.19215,1.19116,1.19167,1.19155,1.19212,1.19118,1.19172,3046
EUR/USD,2017-09-06,21,1.19167,1.1923,1.19137,1.19203,1.19172,1.19247,1.19165,1.19226,5513
EUR/USD,2017-09-06,22,1.19203,1.1926,1.19178,1.19253,1.19226,1.19262,1.19215,1.19255,2027
EUR/USD,2017-09-06,23,1.19253,1.19276,1.1921,1.19265,1.19255,1.19276,1.19212,1.19266,4119
EUR/USD,2017-09-07,0,1.19265,1.19347,1.19224,1.1923,1.19266,1.19349,1.19227,1.19229,8891
EUR/USD,2017-09-07,1,1.1923,1.19243,1.19191,1.19238,1.19229,1.19246,1.19192,1.1924,5707
EUR/USD,2017-09-07,2,1.19238,1.19283,1.19223,1.19255,1.1924,1.19283,1.19225,1.19256,6154
EUR/USD,2017-09-07,3,1.19255,1.19281,1.19205,1.19259,1.19256,1.19282,1.19206,1.19259,4889
EUR/USD,2017-09-07,4,1.19259,1.19269,1.19233,1.19244,1.19259,1.1927,1.19234,1.19244,2543
EUR/USD,2017-09-07,5,1.19244,1.19273,1.19221,1.19227,1.19244,1.19275,1.19222,1.1923,4564
EUR/USD,2017-09-07,6,1.19227,1.19282,1.19141,1.19279,1.1923,1.19284,1.19142,1.1928,11491
EUR/USD,2017-09-07,7,1.19279,1.19578,1.19265,1.19534,1.1928,1.1958,1.19267,1.19536,20306
EUR/USD,2017-09-07,8,1.19534,1.19705,1.19438,1.19592,1.19536,1.19707,1.19438,1.19594,17995
EUR/USD,2017-09-07,9,1.19592,1.19828,1.19573,1.19805,1.19594,1.19829,1.19573,1.19805,14881
EUR/USD,2017-09-07,10,1.19805,1.19942,1.19752,1.19864,1.19805,1.19944,1.19753,1.19865,11866
EUR/USD,2017-09-07,11,1.19864,1.19911,1.19625,1.19737,1.19865,1.19958,1.19636,1.19739,23555
EUR/USD,2017-09-07,12,1.19737,1.2053,1.1929,1.20424,1.19739,1.20535,1.19299,1.20425,92105
EUR/USD,2017-09-07,13,1.20424,1.20596,1.19724,1.20001,1.20425,1.20597,1.1973,1.20004,66910
EUR/USD,2017-09-07,14,1.20001,1.20188,1.19966,1.20104,1.20004,1.20189,1.19966,1.20107,29874
EUR/USD,2017-09-07,15,1.20104,1.20319,1.20017,1.20265,1.20107,1.20322,1.20017,1.20268,27898
EUR/USD,2017-09-07,16,1.20265,1.20296,1.19847,1.19893,1.20268,1.20298,1.19848,1.19894,23289
EUR/USD,2017-09-07,17,1.19893,1.20038,1.19892,1.19996,1.19894,1.2004,1.19894,1.19998,15591
EUR/USD,2017-09-07,18,1.19996,1.20093,1.19926,1.20038,1.19998,1.20094,1.19927,1.2004,13415
EUR/USD,2017-09-07,19,1.20038,1.20204,1.20008,1.20197,1.2004,1.20202,1.20009,1.20199,12261
EUR/USD,2017-09-07,20,1.20197,1.20292,1.2017,1.20226,1.20199,1.20288,1.20171,1.20269,6293
EUR/USD,2017-09-07,21,1.20226,1.20255,1.20181,1.20189,1.20269,1.2027,1.20184,1.20193,6335
EUR/USD,2017-09-07,22,1.20189,1.20226,1.20182,1.20189,1.20193,1.20228,1.20185,1.20192,3211
EUR/USD,2017-09-07,23,1.20189,1.20294,1.20179,1.20281,1.20192,1.20296,1.20179,1.20281,4183
EUR/USD,2017-09-08,0,1.20281,1.20362,1.20241,1.20349,1.20281,1.20362,1.20242,1.20351,9754
EUR/USD,2017-09-08,1,1.20349,1.2036,1.20234,1.2024,1.20351,1.20362,1.20235,1.20241,7563
EUR/USD,2017-09-08,2,1.2024,1.20898,1.20233,1.20712,1.20241,1.20899,1.20234,1.20715,20398
EUR/USD,2017-09-08,3,1.20712,1.20813,1.20632,1.20714,1.20715,1.20814,1.2063,1.20715,11704
EUR/USD,2017-09-08,4,1.20714,1.20725,1.20607,1.20698,1.20715,1.20726,1.2061,1.207,7256
EUR/USD,2017-09-08,5,1.20698,1.20924,1.20693,1.20795,1.207,1.20926,1.20697,1.20796,23914
EUR/USD,2017-09-08,6,1.20795,1.20866,1.20512,1.20648,1.20796,1.20864,1.20513,1.20649,27915
EUR/USD,2017-09-08,7,1.20648,1.20666,1.20364,1.20486,1.20649,1.20667,1.20364,1.20487,26037
EUR/USD,2017-09-08,8,1.20486,1.20695,1.2041,1.20634,1.20487,1.20696,1.20411,1.20635,20898
EUR/USD,2017-09-08,9,1.20634,1.20646,1.20507,1.20602,1.20635,1.20647,1.20506,1.20602,16131
EUR/USD,2017-09-08,10,1.20602,1.20737,1.20584,1.20691,1.20602,1.20738,1.20586,1.20692,17681
EUR/USD,2017-09-08,11,1.20691,1.20703,1.20516,1.20662,1.20692,1.20703,1.20516,1.20663,19563
EUR/USD,2017-09-08,12,1.20662,1.20678,1.20344,1.20423,1.20663,1.20678,1.20346,1.20424,25709
EUR/USD,2017-09-08,13,1.20423,1.20509,1.20238,1.20272,1.20424,1.2051,1.20238,1.20275,25044
EUR/USD,2017-09-08,14,1.20272,1.20396,1.20146,1.20167,1.20275,1.20397,1.20146,1.2017,33118
EUR/USD,2017-09-08,15,1.20167,1.2042,1.20167,1.20394,1.2017,1.20421,1.20167,1.20397,20054
EUR/USD,2017-09-08,16,1.20394,1.2044,1.20229,1.20264,1.20397,1.20441,1.2023,1.20265,13116
EUR/USD,2017-09-08,17,1.20264,1.20327,1.20254,1.20316,1.20265,1.20327,1.20253,1.20316,9010
EUR/USD,2017-09-08,18,1.20316,1.20324,1.20249,1.20268,1.20316,1.20326,1.2025,1.20271,8030
EUR/USD,2017-09-08,19,1.20268,1.20382,1.20261,1.20262,1.20271,1.20384,1.20261,1.20262,9548
EUR/USD,2017-09-08,20,1.20262,1.20387,1.2026,1.20349,1.20262,1.20419,1.20261,1.2041,3538
EUR/USD,2017-09-10,19,1.20349,1.20349,1.20115,1.20115,1.2041,1.2041,1.20135,1.20135,150
EUR/USD,2017-09-10,20,1.20115,1.20206,1.2011,1.20149,1.20135,1.20281,1.20131,1.20221,205
EUR/USD,2017-09-10,21,1.20149,1.20255,1.20149,1.20232,1.20221,1.20276,1.20194,1.20244,445
EUR/USD,2017-09-10,22,1.20232,1.20244,1.20121,1.20188,1.20244,1.20251,1.20128,1.20191,4604
EUR/USD,2017-09-10,23,1.20188,1.20207,1.2011,1.20171,1.20191,1.20207,1.20114,1.20172,3500
EUR/USD,2017-09-11,0,1.20171,1.20201,1.20106,1.20123,1.20172,1.20201,1.20108,1.20123,7555
EUR/USD,2017-09-11,1,1.20123,1.20167,1.19989,1.20064,1.20123,1.20169,1.19991,1.20066,10018
EUR/USD,2017-09-11,2,1.20064,1.20184,1.20043,1.2017,1.20066,1.20186,1.20045,1.20172,6186
EUR/USD,2017-09-11,3,1.2017,1.20193,1.20105,1.2014,1.20172,1.20192,1.20107,1.20142,3967
EUR/USD,2017-09-11,4,1.2014,1.20149,1.20042,1.20075,1.20142,1.20151,1.20044,1.20077,4861
EUR/USD,2017-09-11,5,1.20075,1.20183,1.20053,1.20157,1.20077,1.20183,1.20054,1.20159,6072
EUR/USD,2017-09-11,6,1.20157,1.20187,1.2002,1.20079,1.20159,1.2019,1.2002,1.20081,14905
EUR/USD,2017-09-11,7,1.20079,1.20167,1.19931,1.20146,1.20081,1.20167,1.19933,1.20147,22748
EUR/USD,2017-09-11,8,1.20146,1.20296,1.20118,1.20213,1.20147,1.20296,1.20118,1.20214,12550
EUR/USD,2017-09-11,9,1.20213,1.20257,1.20101,1.2013,1.20214,1.20257,1.20102,1.20131,10674
EUR/USD,2017-09-11,10,1.2013,1.2022,1.20091,1.20111,1.20131,1.2022,1.20092,1.20112,9201
EUR/USD,2017-09-11,11,1.20111,1.20142,1.19899,1.19979,1.20112,1.20143,1.19902,1.19979,14995
EUR/USD,2017-09-11,12,1.19979,1.20046,1.19791,1.19845,1.19979,1.20047,1.19791,1.19846,22470
EUR/USD,2017-09-11,13,1.19845,1.19912,1.19715,1.1988,1.19846,1.19913,1.19714,1.19882,20796
EUR/USD,2017-09-11,14,1.1988,1.1993,1.19795,1.19827,1.19882,1.19932,1.19794,1.19829,20089
EUR/USD,2017-09-11,15,1.19827,1.1987,1.19605,1.19633,1.19829,1.1987,1.19605,1.19633,19001
EUR/USD,2017-09-11,16,1.19633,1.19701,1.19571,1.19696,1.19633,1.19703,1.19572,1.19698,10730
EUR/USD,2017-09-11,17,1.19696,1.19709,1.19588,1.1963,1.19698,1.1971,1.1959,1.19631,14126
EUR/USD,2017-09-11,18,1.1963,1.19697,1.19621,1.19625,1.19631,1.19698,1.19621,1.19626,8212
EUR/USD,2017-09-11,19,1.19625,1.19635,1.19493,1.19525,1.19626,1.19637,1.19493,1.19527,9021
EUR/USD,2017-09-11,20,1.19525,1.19556,1.19479,1.19514,1.19527,1.19559,1.19478,1.1953,2884
EUR/USD,2017-09-11,21,1.19514,1.19553,1.19507,1.19553,1.1953,1.19562,1.19517,1.19555,3642
EUR/USD,2017-09-11,22,1.19553,1.19634,1.19548,1.19624,1.19555,1.19638,1.19551,1.19627,3747
EUR/USD,2017-09-11,23,1.19624,1.19643,1.19578,1.19578,1.19627,1.19645,1.19579,1.1958,2507
EUR/USD,2017-09-12,0,1.19578,1.19611,1.19457,1.19471,1.1958,1.19613,1.19459,1.19472,10034
EUR/USD,2017-09-12,1,1.19471,1.19559,1.1947,1.19548,1.19472,1.19559,1.19472,1.19549,5884
EUR/USD,2017-09-12,2,1.19548,1.19624,1.19525,1.19612,1.19549,1.19626,1.19526,1.19614,4514
EUR/USD,2017-09-12,3,1.19612,1.19634,1.19539,1.19546,1.19614,1.19636,1.1954,1.19548,5009
EUR/USD,2017-09-12,4,1.19546,1.19595,1.19535,1.19557,1.19548,1.19597,1.19536,1.19557,3199
EUR/USD,2017-09-12,5,1.19557,1.19604,1.19466,1.19589,1.19557,1.19607,1.19468,1.19591,6049
EUR/USD,2017-09-12,6,1.19589,1.19777,1.1956,1.19757,1.19591,1.1978,1.19559,1.19755,18433
EUR/USD,2017-09-12,7,1.19757,1.19782,1.19653,1.19745,1.19755,1.19783,1.19655,1.19746,16406
EUR/USD,2017-09-12,8,1.19745,1.19748,1.19539,1.1958,1.19746,1.19749,1.19541,1.19582,20047
EUR/USD,2017-09-12,9,1.1958,1.19647,1.19496,1.19617,1.19582,1.19647,1.19497,1.19617,15169
EUR/USD,2017-09-12,10,1.19617,1.19648,1.19317,1.19366,1.19617,1.19648,1.19318,1.19367,20061
EUR/USD,2017-09-12,11,1.19366,1.19385,1.19262,1.19318,1.19367,1.19387,1.19263,1.19321,18328
EUR/USD,2017-09-12,12,1.19318,1.19426,1.19277,1.19296,1.19321,1.19428,1.19279,1.19298,26164
EUR/USD,2017-09-12,13,1.19296,1.19516,1.19295,1.19463,1.19298,1.19514,1.19298,1.19464,20699
EUR/USD,2017-09-12,14,1.19463,1.19684,1.19422,1.19536,1.19464,1.19685,1.19422,1.19538,25319
EUR/USD,2017-09-12,15,1.19536,1.19724,1.19511,1.19677,1.19538,1.19722,1.19512,1.19679,18090
EUR/USD,2017-09-12,16,1.19677,1.19738,1.1956,1.19628,1.19679,1.19739,1.19561,1.19628,15637
EUR/USD,2017-09-12,17,1.19628,1.19666,1.19545,1.196,1.19628,1.19668,1.19547,1.19602,12321
EUR/USD,2017-09-12,18,1.196,1.19729,1.19588,1.19695,1.19602,1.1973,1.19588,1.19697,11207
EUR/USD,2017-09-12,19,1.19695,1.19718,1.19599,1.19666,1.19697,1.1972,1.19601,1.19668,10264
EUR/USD,2017-09-12,20,1.19666,1.19679,1.19619,1.19665,1.19668,1.19681,1.19621,1.1967,3077
EUR/USD,2017-09-12,21,1.19665,1.1969,1.19594,1.19655,1.1967,1.19697,1.19598,1.19651,6246
EUR/USD,2017-09-12,22,1.19655,1.19721,1.19639,1.19719,1.19651,1.19725,1.1964,1.19721,2299
EUR/USD,2017-09-12,23,1.19719,1.19728,1.19643,1.19712,1.19721,1.19729,1.19643,1.19713,3611
EUR/USD,2017-09-13,0,1.19712,1.19736,1.19667,1.19699,1.19713,1.19738,1.19665,1.197,9098
EUR/USD,2017-09-13,1,1.19699,1.19931,1.19694,1.19841,1.197,1.19933,1.19696,1.19842,7510
EUR/USD,2017-09-13,2,1.19841,1.1988,1.19772,1.1985,1.19842,1.19884,1.19773,1.19852,8308
EUR/USD,2017-09-13,3,1.1985,1.19854,1.19756,1.19825,1.19852,1.19854,1.19759,1.19826,7037
EUR/USD,2017-09-13,4,1.19825,1.19897,1.19806,1.19834,1.19826,1.199,1.19807,1.19835,6187
EUR/USD,2017-09-13,5,1.19834,1.19836,1.1975,1.19791,1.19835,1.19837,1.19751,1.19792,5153
EUR/USD,2017-09-13,6,1.19791,1.19898,1.1972,1.19738,1.19792,1.19899,1.19721,1.1974,16197
EUR/USD,2017-09-13,7,1.19738,1.19898,1.19686,1.19847,1.1974,1.19899,1.19686,1.19849,16335
EUR/USD,2017-09-13,8,1.19847,1.19949,1.19786,1.19791,1.19849,1.19951,1.19787,1.19792,15280
